UserID,NormalizedUniqueLocation
0,"0.70,0.22"
0,"0.72,0.22"
0,"0.73,0.22"
0,"0.76,0.15"
0,"0.76,0.22"
0,"0.77,0.20"
0,"0.77,0.23"
0,"0.78,0.29"
1,"0.81,0.50"
1,"0.81,0.51"
1,"0.82,0.51"
1,"0.82,0.52"
1,"0.84,0.50"
1,"0.84,0.51"
1,"0.85,0.51"
1,"0.85,0.52"
2,"0.73,0.16"
2,"0.76,0.15"
4,"0.64,0.05"
4,"0.75,0.15"
4,"0.76,0.15"
4,"0.77,0.16"
5,"0.70,0.22"
5,"0.72,0.22"
5,"0.73,0.16"
5,"0.78,0.18"
5,"0.78,0.29"
7,"0.70,0.22"
8,"0.76,0.15"
8,"0.78,0.29"
9,"0.77,0.23"
10,"0.77,0.23"
11,"0.67,0.27"
11,"0.68,0.27"
11,"0.77,0.23"
12,"0.28,0.36"
12,"0.30,0.37"
12,"0.33,0.37"
12,"0.38,0.39"
13,"0.73,0.16"
13,"0.78,0.30"
13,"0.79,0.29"
13,"0.79,0.30"
13,"0.83,0.15"
13,"0.83,0.17"
13,"0.84,0.15"
14,"0.70,0.22"
14,"0.76,0.15"
14,"0.79,0.30"
15,"0.70,0.22"
15,"0.72,0.22"
15,"0.73,0.16"
15,"0.73,0.18"
15,"0.74,0.20"
15,"0.75,0.15"
15,"0.76,0.15"
15,"0.77,0.16"
15,"0.77,0.20"
15,"0.78,0.29"
15,"0.79,0.29"
15,"0.79,0.30"
15,"0.86,0.50"
15,"0.87,0.51"
16,"0.70,0.24"
16,"0.76,0.15"
16,"0.77,0.20"
16,"0.77,0.29"
16,"0.78,0.29"
17,"0.74,0.24"
17,"0.74,0.25"
17,"0.75,0.24"
17,"0.75,0.25"
17,"0.79,0.25"
18,"0.72,0.17"
19,"0.70,0.22"
19,"0.71,0.20"
19,"0.72,0.17"
19,"0.72,0.18"
19,"0.72,0.19"
19,"0.73,0.26"
19,"0.74,0.24"
19,"0.77,0.28"
20,"0.70,0.23"
20,"0.71,0.23"
20,"0.72,0.22"
20,"0.72,0.23"
20,"0.78,0.29"
20,"0.92,0.53"
20,"0.93,0.53"
21,"0.73,0.16"
21,"0.73,0.17"
21,"0.78,0.29"
22,"0.67,0.27"
22,"0.70,0.22"
22,"0.72,0.22"
22,"0.73,0.16"
22,"0.73,0.17"
22,"0.73,0.26"
22,"0.75,0.17"
22,"0.77,0.28"
22,"0.77,0.29"
22,"0.78,0.29"
22,"0.79,0.25"
22,"0.80,0.25"
22,"0.80,0.27"
22,"0.82,0.15"
23,"0.70,0.27"
23,"0.79,0.28"
23,"0.79,0.29"
23,"0.80,0.28"
23,"0.80,0.29"
24,"0.76,0.15"
24,"0.77,0.23"
24,"0.77,0.28"
24,"0.78,0.27"
24,"0.84,0.51"
25,"0.76,0.15"
26,"0.63,0.06"
26,"0.70,0.22"
26,"0.72,0.18"
26,"0.75,0.15"
26,"0.75,0.17"
26,"0.76,0.15"
26,"0.77,0.16"
27,"0.67,0.27"
27,"0.68,0.22"
27,"0.69,0.21"
27,"0.70,0.20"
27,"0.70,0.21"
27,"0.70,0.22"
27,"0.70,0.23"
27,"0.71,0.20"
27,"0.71,0.21"
27,"0.71,0.22"
27,"0.71,0.27"
27,"0.72,0.22"
27,"0.74,0.21"
27,"0.76,0.15"
27,"0.77,0.26"
27,"0.78,0.29"
28,"0.75,0.23"
28,"0.76,0.23"
28,"0.76,0.24"
28,"0.77,0.20"
28,"0.77,0.23"
28,"0.77,0.24"
28,"0.79,0.23"
28,"0.80,0.23"
28,"0.81,0.23"
29,"0.70,0.22"
29,"0.72,0.22"
29,"0.74,0.22"
29,"0.79,0.25"
29,"0.79,0.30"
29,"0.80,0.30"
30,"0.70,0.22"
30,"0.72,0.20"
30,"0.72,0.22"
30,"0.73,0.18"
30,"0.73,0.20"
30,"0.81,0.15"
30,"0.82,0.15"
31,"0.70,0.22"
31,"0.79,0.25"
32,"0.69,0.23"
32,"0.70,0.22"
32,"0.70,0.23"
32,"0.72,0.22"
34,"0.76,0.15"
34,"0.78,0.29"
34,"0.80,0.30"
34,"0.81,0.30"
35,"0.69,0.23"
35,"0.70,0.22"
35,"0.70,0.23"
35,"0.71,0.22"
35,"0.72,0.21"
35,"0.72,0.22"
35,"0.72,0.23"
35,"0.73,0.16"
35,"0.78,0.29"
36,"0.78,0.29"
36,"0.83,0.15"
37,"0.77,0.25"
39,"0.73,0.16"
39,"0.73,0.17"
39,"0.76,0.15"
39,"0.76,0.16"
39,"0.77,0.16"
39,"0.78,0.29"
39,"0.86,0.50"
40,"0.76,0.15"
40,"0.77,0.26"
40,"0.78,0.26"
40,"0.78,0.29"
40,"0.79,0.29"
40,"0.79,0.30"
40,"0.82,0.15"
41,"0.63,0.25"
41,"0.69,0.27"
41,"0.70,0.22"
41,"0.70,0.23"
41,"0.71,0.22"
41,"0.72,0.22"
41,"0.74,0.24"
41,"0.78,0.29"
41,"0.79,0.25"
41,"0.79,0.30"
42,"0.70,0.22"
42,"0.70,0.23"
42,"0.76,0.15"
42,"0.77,0.20"
42,"0.77,0.28"
42,"0.79,0.25"
43,"0.63,0.06"
43,"0.73,0.16"
43,"0.77,0.23"
44,"0.70,0.22"
44,"0.78,0.29"
44,"0.80,0.28"
47,"0.63,0.25"
47,"0.73,0.26"
47,"0.74,0.27"
47,"0.74,0.28"
47,"0.76,0.15"
47,"0.77,0.20"
48,"0.70,0.22"
48,"0.73,0.26"
48,"0.74,0.26"
49,"0.77,0.23"
49,"0.77,0.28"
49,"0.78,0.23"
50,"0.79,0.25"
50,"0.80,0.27"
51,"0.70,0.23"
51,"0.73,0.16"
51,"0.74,0.19"
51,"0.74,0.20"
51,"0.74,0.21"
51,"0.74,0.22"
51,"0.74,0.27"
51,"0.75,0.19"
51,"0.75,0.20"
51,"0.75,0.23"
51,"0.76,0.20"
51,"0.76,0.22"
51,"0.76,0.24"
51,"0.77,0.23"
51,"0.79,0.30"
51,"0.80,0.30"
51,"0.81,0.23"
51,"0.81,0.24"
51,"0.82,0.21"
52,"0.22,0.55"
52,"0.70,0.22"
52,"0.70,0.23"
52,"0.71,0.23"
52,"0.72,0.22"
52,"0.73,0.16"
52,"0.76,0.15"
52,"0.77,0.28"
52,"0.78,0.29"
52,"0.79,0.30"
53,"0.73,0.16"
53,"0.75,0.17"
53,"0.76,0.15"
53,"0.77,0.16"
53,"0.78,0.29"
53,"0.79,0.30"
54,"0.70,0.22"
54,"0.71,0.22"
54,"0.72,0.22"
54,"0.72,0.23"
54,"0.73,0.18"
54,"0.75,0.17"
54,"0.78,0.29"
54,"0.79,0.30"
55,"0.77,0.20"
55,"0.78,0.20"
56,"0.82,0.15"
56,"0.83,0.15"
57,"0.76,0.15"
57,"0.80,0.27"
57,"0.81,0.29"
57,"0.82,0.29"
57,"0.84,0.15"
57,"0.85,0.15"
58,"0.70,0.22"
58,"0.73,0.16"
58,"0.76,0.15"
59,"0.74,0.27"
59,"0.76,0.15"
59,"0.77,0.28"
59,"0.89,0.49"
60,"0.74,0.22"
60,"0.75,0.22"
61,"0.78,0.27"
62,"0.70,0.22"
62,"0.73,0.16"
62,"0.73,0.18"
62,"0.75,0.17"
62,"0.76,0.15"
62,"0.76,0.16"
62,"0.77,0.16"
62,"0.77,0.20"
62,"0.78,0.18"
62,"0.78,0.29"
62,"0.79,0.30"
62,"0.80,0.19"
62,"0.81,0.23"
62,"0.83,0.15"
63,"0.68,0.26"
63,"0.68,0.27"
63,"0.73,0.16"
63,"0.73,0.18"
63,"0.75,0.17"
63,"0.76,0.15"
63,"0.77,0.20"
63,"0.87,0.51"
63,"0.88,0.49"
63,"0.92,0.53"
63,"0.93,0.53"
64,"0.77,0.23"
65,"0.77,0.23"
66,"0.68,0.22"
66,"0.70,0.22"
67,"0.70,0.22"
67,"0.77,0.28"
67,"0.83,0.52"
67,"0.83,0.53"
67,"0.84,0.52"
67,"0.85,0.52"
67,"0.86,0.52"
68,"0.67,0.27"
68,"0.69,0.27"
68,"0.70,0.22"
68,"0.70,0.26"
68,"0.71,0.26"
68,"0.72,0.25"
68,"0.73,0.25"
68,"0.73,0.26"
68,"0.74,0.24"
69,"0.69,0.27"
70,"0.76,0.15"
70,"0.77,0.20"
71,"0.19,0.91"
71,"0.22,0.92"
71,"0.22,0.93"
71,"0.69,0.22"
71,"0.70,0.22"
71,"0.70,0.23"
71,"0.71,0.22"
71,"0.72,0.22"
71,"0.73,0.16"
71,"0.73,0.17"
71,"0.73,0.18"
71,"0.73,0.23"
71,"0.75,0.17"
71,"0.75,0.22"
71,"0.75,0.23"
71,"0.76,0.15"
71,"0.76,0.22"
71,"0.76,0.23"
71,"0.77,0.15"
71,"0.77,0.16"
71,"0.77,0.23"
71,"0.77,0.28"
71,"0.78,0.23"
71,"0.78,0.29"
71,"0.79,0.25"
71,"0.80,0.25"
72,"0.86,0.50"
73,"0.72,0.17"
73,"0.73,0.16"
73,"0.73,0.26"
73,"0.73,0.27"
73,"0.74,0.27"
73,"0.75,0.15"
73,"0.75,0.25"
73,"0.75,0.26"
73,"0.76,0.15"
73,"0.77,0.15"
73,"0.77,0.23"
73,"0.78,0.27"
73,"0.79,0.27"
73,"0.79,0.28"
73,"0.80,0.28"
74,"0.70,0.22"
75,"0.75,0.23"
75,"0.77,0.23"
76,"0.74,0.90"
76,"0.76,0.15"
77,"0.69,0.27"
77,"0.70,0.22"
77,"0.72,0.17"
77,"0.74,0.28"
77,"0.75,0.15"
77,"0.76,0.15"
77,"0.78,0.29"
77,"0.79,0.25"
78,"0.70,0.22"
78,"0.72,0.18"
78,"0.73,0.16"
78,"0.73,0.18"
78,"0.75,0.15"
78,"0.76,0.15"
78,"0.78,0.29"
78,"0.79,0.53"
79,"0.70,0.21"
79,"0.70,0.22"
79,"0.73,0.16"
79,"0.73,0.17"
79,"0.76,0.15"
79,"0.79,0.25"
80,"0.70,0.22"
81,"0.70,0.22"
81,"0.72,0.22"
81,"0.72,0.23"
81,"0.73,0.16"
81,"0.73,0.17"
81,"0.75,0.15"
81,"0.76,0.15"
81,"0.76,0.22"
81,"0.76,0.23"
81,"0.77,0.20"
81,"0.77,0.23"
81,"0.78,0.29"
81,"0.79,0.15"
81,"0.81,0.15"
82,"0.76,0.15"
83,"0.22,0.55"
83,"0.28,0.58"
83,"0.70,0.22"
83,"0.71,0.22"
83,"0.77,0.28"
84,"0.64,0.05"
84,"0.70,0.22"
84,"0.73,0.17"
84,"0.75,0.15"
84,"0.76,0.15"
84,"0.77,0.16"
84,"0.78,0.29"
85,"0.19,0.91"
85,"0.22,0.93"
85,"0.70,0.22"
85,"0.73,0.16"
85,"0.73,0.26"
85,"0.75,0.15"
85,"0.76,0.15"
85,"0.76,0.16"
85,"0.77,0.16"
85,"0.78,0.29"
85,"0.79,0.53"
85,"0.80,0.28"
85,"0.81,0.28"
85,"0.84,0.15"
85,"0.84,0.51"
85,"0.84,0.52"
85,"0.85,0.52"
85,"0.86,0.50"
86,"0.73,0.16"
86,"0.74,0.27"
86,"0.74,0.28"
86,"0.76,0.15"
87,"0.75,0.15"
87,"0.76,0.15"
87,"0.77,0.24"
87,"0.78,0.29"
88,"0.70,0.22"
88,"0.70,0.23"
88,"0.72,0.17"
88,"0.72,0.22"
88,"0.73,0.16"
88,"0.73,0.26"
88,"0.74,0.24"
88,"0.76,0.15"
88,"0.77,0.28"
88,"0.78,0.29"
89,"0.70,0.22"
89,"0.70,0.24"
89,"0.70,0.25"
89,"0.71,0.22"
89,"0.71,0.25"
89,"0.72,0.22"
89,"0.72,0.23"
89,"0.72,0.24"
89,"0.73,0.25"
89,"0.73,0.26"
89,"0.76,0.15"
90,"0.72,0.22"
90,"0.73,0.26"
90,"0.74,0.23"
90,"0.74,0.24"
90,"0.74,0.27"
90,"0.74,0.28"
90,"0.76,0.22"
90,"0.77,0.28"
90,"0.78,0.23"
91,"0.63,0.20"
91,"0.67,0.27"
91,"0.70,0.20"
91,"0.70,0.21"
91,"0.70,0.22"
91,"0.70,0.23"
91,"0.70,0.27"
91,"0.72,0.17"
91,"0.72,0.22"
91,"0.72,0.27"
91,"0.73,0.16"
91,"0.73,0.17"
91,"0.73,0.18"
91,"0.73,0.26"
91,"0.76,0.28"
91,"0.77,0.20"
91,"0.77,0.28"
91,"0.78,0.29"
91,"0.79,0.25"
92,"0.69,0.27"
92,"0.70,0.22"
92,"0.73,0.26"
92,"0.76,0.15"
92,"0.78,0.29"
92,"0.80,0.53"
92,"0.82,0.52"
92,"0.84,0.53"
92,"0.86,0.50"
93,"0.45,0.38"
93,"0.73,0.26"
93,"0.75,0.17"
93,"0.76,0.15"
94,"0.22,0.30"
94,"0.23,0.30"
94,"0.70,0.22"
94,"0.72,0.22"
94,"0.75,0.23"
94,"0.79,0.25"
95,"0.75,0.17"
95,"0.76,0.15"
95,"0.77,0.16"
95,"0.77,0.20"
95,"0.78,0.20"
96,"0.70,0.22"
96,"0.74,0.27"
96,"0.76,0.15"
96,"0.77,0.16"
96,"0.77,0.20"
96,"0.77,0.29"
96,"0.78,0.29"
96,"0.79,0.30"
96,"0.82,0.29"
96,"0.83,0.30"
97,"0.70,0.22"
97,"0.71,0.22"
97,"0.72,0.22"
97,"0.76,0.15"
97,"0.79,0.25"
97,"0.79,0.30"
98,"0.69,0.27"
98,"0.70,0.22"
98,"0.71,0.22"
98,"0.72,0.22"
99,"0.67,0.27"
99,"0.76,0.15"
99,"0.77,0.15"
99,"0.77,0.20"
99,"0.78,0.20"
99,"0.85,0.49"
99,"0.86,0.49"
99,"0.86,0.50"
100,"0.69,0.27"
100,"0.86,0.49"
100,"0.86,0.50"
101,"0.72,0.17"
101,"0.74,0.16"
101,"0.75,0.15"
101,"0.76,0.15"
101,"0.77,0.20"
101,"0.79,0.30"
101,"0.80,0.30"
102,"0.69,0.23"
102,"0.70,0.22"
102,"0.70,0.23"
102,"0.72,0.22"
103,"0.32,0.66"
103,"0.73,0.26"
103,"0.76,0.15"
103,"0.84,0.50"
103,"0.84,0.51"
103,"0.84,0.52"
103,"0.87,0.54"
104,"0.66,0.65"
104,"0.70,0.22"
104,"0.70,0.59"
104,"0.71,0.60"
104,"0.72,0.17"
104,"0.72,0.60"
104,"0.73,0.16"
104,"0.73,0.17"
104,"0.73,0.18"
104,"0.73,0.60"
104,"0.75,0.15"
104,"0.75,0.17"
104,"0.75,0.60"
104,"0.76,0.15"
104,"0.76,0.16"
104,"0.77,0.20"
104,"0.78,0.20"
104,"0.78,0.29"
104,"0.78,0.58"
104,"0.79,0.25"
106,"0.70,0.22"
106,"0.73,0.16"
106,"0.73,0.17"
106,"0.76,0.15"
106,"0.78,0.29"
106,"0.82,0.15"
107,"0.70,0.22"
107,"0.72,0.17"
107,"0.72,0.22"
107,"0.73,0.16"
107,"0.73,0.18"
107,"0.76,0.15"
107,"0.76,0.24"
107,"0.77,0.20"
107,"0.77,0.23"
107,"0.77,0.24"
107,"0.77,0.25"
108,"0.76,0.15"
109,"0.70,0.22"
109,"0.71,0.22"
109,"0.78,0.29"
109,"0.82,0.15"
109,"0.83,0.15"
110,"0.69,0.27"
110,"0.77,0.23"
111,"0.76,0.15"
111,"0.77,0.20"
111,"0.78,0.29"
111,"0.79,0.29"
111,"0.79,0.30"
112,"0.70,0.22"
112,"0.70,0.23"
112,"0.71,0.23"
113,"0.70,0.22"
113,"0.72,0.22"
114,"0.70,0.23"
114,"0.72,0.22"
114,"0.72,0.23"
114,"0.72,0.24"
114,"0.74,0.20"
114,"0.75,0.17"
114,"0.83,0.15"
114,"0.83,0.16"
115,"0.69,0.27"
115,"0.70,0.22"
115,"0.70,0.23"
115,"0.70,0.24"
115,"0.72,0.22"
115,"0.77,0.28"
115,"0.78,0.29"
116,"0.68,0.22"
116,"0.70,0.22"
116,"0.71,0.22"
116,"0.72,0.22"
116,"0.73,0.23"
116,"0.74,0.22"
116,"0.74,0.28"
116,"0.75,0.17"
116,"0.75,0.23"
116,"0.76,0.15"
116,"0.77,0.16"
119,"0.67,0.27"
119,"0.76,0.15"
120,"0.48,0.50"
120,"0.83,0.49"
120,"0.84,0.49"
120,"0.84,0.50"
120,"0.84,0.51"
120,"0.85,0.51"
120,"0.86,0.51"
120,"0.86,0.52"
121,"0.70,0.22"
121,"0.72,0.22"
121,"0.76,0.15"
121,"0.78,0.18"
121,"0.79,0.30"
121,"0.82,0.15"
121,"0.84,0.50"
122,"0.70,0.22"
122,"0.72,0.22"
122,"0.72,0.23"
122,"0.72,0.27"
122,"0.73,0.21"
123,"0.73,0.16"
123,"0.76,0.15"
123,"0.78,0.29"
124,"0.70,0.22"
124,"0.70,0.23"
124,"0.72,0.17"
124,"0.73,0.16"
124,"0.73,0.17"
124,"0.74,0.16"
124,"0.74,0.89"
124,"0.74,0.90"
124,"0.75,0.15"
124,"0.75,0.17"
124,"0.76,0.15"
124,"0.77,0.20"
124,"0.77,0.28"
124,"0.77,0.29"
124,"0.78,0.15"
124,"0.78,0.20"
124,"0.78,0.29"
124,"0.79,0.15"
124,"0.79,0.29"
124,"0.79,0.30"
124,"0.80,0.15"
124,"0.80,0.30"
124,"0.81,0.15"
124,"0.82,0.15"
124,"0.84,0.15"
125,"0.70,0.22"
125,"0.70,0.24"
125,"0.71,0.22"
125,"0.72,0.22"
125,"0.72,0.23"
125,"0.72,0.27"
125,"0.73,0.26"
126,"0.67,0.27"
126,"0.71,0.20"
126,"0.73,0.16"
126,"0.76,0.15"
127,"0.72,0.18"
127,"0.73,0.16"
127,"0.73,0.18"
127,"0.76,0.24"
127,"0.77,0.23"
127,"0.77,0.24"
127,"0.77,0.28"
127,"0.77,0.29"
127,"0.78,0.23"
127,"0.79,0.25"
128,"0.69,0.26"
128,"0.69,0.27"
128,"0.76,0.15"
128,"0.77,0.16"
128,"0.78,0.29"
128,"0.79,0.15"
128,"0.80,0.15"
128,"0.83,0.15"
129,"0.76,0.15"
130,"0.70,0.23"
130,"0.73,0.26"
130,"0.75,0.15"
130,"0.76,0.15"
130,"0.77,0.26"
130,"0.78,0.26"
130,"0.78,0.27"
130,"0.79,0.27"
131,"0.70,0.22"
133,"0.70,0.22"
133,"0.70,0.23"
133,"0.72,0.22"
133,"0.73,0.17"
133,"0.73,0.18"
133,"0.73,0.26"
133,"0.76,0.15"
133,"0.77,0.23"
133,"0.78,0.23"
134,"0.73,0.24"
134,"0.74,0.23"
134,"0.74,0.24"
135,"0.22,0.93"
135,"0.70,0.22"
135,"0.71,0.22"
135,"0.72,0.17"
135,"0.72,0.22"
135,"0.73,0.17"
135,"0.73,0.18"
135,"0.73,0.26"
135,"0.74,0.22"
135,"0.75,0.23"
135,"0.76,0.15"
135,"0.76,0.22"
135,"0.76,0.23"
135,"0.77,0.16"
135,"0.77,0.20"
135,"0.77,0.23"
135,"0.77,0.25"
135,"0.78,0.23"
136,"0.72,0.22"
136,"0.72,0.27"
136,"0.73,0.26"
136,"0.74,0.22"
136,"0.74,0.27"
136,"0.74,0.28"
136,"0.75,0.28"
136,"0.76,0.28"
136,"0.77,0.23"
136,"0.77,0.28"
136,"0.77,0.29"
136,"0.78,0.29"
136,"0.79,0.30"
138,"0.69,0.27"
138,"0.70,0.22"
138,"0.70,0.25"
138,"0.71,0.21"
138,"0.71,0.22"
138,"0.72,0.22"
138,"0.73,0.20"
138,"0.74,0.24"
138,"0.76,0.15"
138,"0.78,0.18"
139,"0.74,0.27"
139,"0.77,0.23"
139,"0.77,0.29"
139,"0.83,0.15"
140,"0.70,0.22"
140,"0.76,0.15"
140,"0.77,0.20"
140,"0.78,0.20"
141,"0.70,0.22"
141,"0.71,0.22"
141,"0.72,0.21"
141,"0.72,0.22"
141,"0.73,0.21"
141,"0.74,0.20"
141,"0.75,0.17"
141,"0.76,0.15"
141,"0.77,0.28"
141,"0.78,0.29"
142,"0.67,0.27"
142,"0.68,0.27"
142,"0.70,0.23"
142,"0.72,0.22"
142,"0.73,0.18"
142,"0.74,0.27"
142,"0.76,0.23"
142,"0.77,0.20"
142,"0.77,0.23"
142,"0.77,0.24"
142,"0.77,0.26"
142,"0.77,0.28"
142,"0.78,0.23"
142,"0.78,0.26"
142,"0.78,0.29"
142,"0.79,0.25"
142,"0.79,0.26"
142,"0.79,0.27"
142,"0.80,0.26"
143,"0.68,0.22"
143,"0.70,0.22"
143,"0.70,0.23"
143,"0.72,0.17"
143,"0.72,0.22"
143,"0.74,0.27"
143,"0.75,0.17"
143,"0.76,0.15"
143,"0.76,0.28"
143,"0.77,0.16"
143,"0.78,0.29"
143,"0.79,0.26"
144,"0.79,0.30"
146,"0.67,0.27"
146,"0.70,0.24"
146,"0.70,0.25"
146,"0.70,0.26"
146,"0.71,0.25"
146,"0.72,0.22"
146,"0.73,0.26"
146,"0.74,0.22"
146,"0.75,0.25"
146,"0.77,0.23"
146,"0.77,0.24"
146,"0.77,0.25"
146,"0.77,0.26"
146,"0.79,0.25"
146,"0.79,0.26"
147,"0.70,0.24"
147,"0.70,0.25"
147,"0.73,0.26"
147,"0.77,0.23"
147,"0.77,0.24"
147,"0.77,0.25"
148,"0.70,0.22"
148,"0.72,0.17"
148,"0.75,0.17"
148,"0.77,0.28"
148,"0.79,0.25"
150,"0.76,0.24"
150,"0.77,0.24"
151,"0.57,0.71"
151,"0.57,0.72"
151,"0.70,0.22"
151,"0.70,0.23"
151,"0.76,0.15"
151,"0.77,0.16"
151,"0.78,0.29"
151,"0.79,0.25"
151,"0.82,0.15"
151,"0.87,0.51"
152,"0.86,0.50"
152,"0.88,0.53"
152,"0.89,0.53"
152,"0.89,0.54"
152,"0.90,0.54"
152,"0.92,0.53"
153,"0.68,0.22"
153,"0.69,0.22"
153,"0.70,0.22"
154,"0.70,0.22"
156,"0.69,0.23"
156,"0.70,0.20"
156,"0.70,0.22"
156,"0.71,0.20"
156,"0.71,0.21"
156,"0.72,0.20"
156,"0.73,0.16"
156,"0.73,0.20"
156,"0.74,0.16"
156,"0.74,0.17"
156,"0.74,0.18"
156,"0.74,0.20"
156,"0.75,0.17"
156,"0.75,0.18"
156,"0.76,0.15"
156,"0.79,0.25"
156,"0.79,0.30"
157,"0.70,0.22"
157,"0.72,0.22"
157,"0.73,0.16"
157,"0.75,0.17"
157,"0.76,0.15"
157,"0.83,0.15"
157,"0.84,0.50"
158,"0.68,0.26"
158,"0.68,0.27"
158,"0.73,0.16"
158,"0.73,0.26"
158,"0.74,0.16"
158,"0.75,0.15"
158,"0.75,0.16"
158,"0.76,0.15"
158,"0.78,0.29"
158,"0.79,0.25"
158,"0.81,0.23"
159,"0.76,0.15"
159,"0.79,0.30"
160,"0.76,0.15"
160,"0.78,0.29"
160,"0.79,0.25"
160,"0.79,0.26"
160,"0.83,0.15"
161,"0.70,0.22"
161,"0.73,0.16"
161,"0.76,0.15"
161,"0.77,0.20"
161,"0.79,0.25"
